TAZID,P_TOTHH,P_HHPOP,P_TOTEMP,P_RETL,P_FOOD,P_MANU,P_WSLE,P_OFFI,P_GVED,P_HLTH,P_OTHR,P_FM_AGRI,P_FM_MING,P_FM_CONS,P_HBJ,AREA,TOTHH_Orig,TOTHH_Pref,TOTEMP_Orig,TOTEMP_Pref,Den_TOTHH_Orig,Den_TOTHH_Pref,Den_TOTEMP_Orig,Den_TOTEMP_Pref,HHEmp_Orig,HHEmp_Pref,DenHHEmpO,DenHHEmpP,DenHHEmpC
1490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147.01,208,208,135,135,1.417137156,1.417137156,0.920345555,0.920345555,344,344,2.337482711,2.337482711,0
1491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,294.85,740,740,0,0,2.508620202,2.508620202,0,0,740,740,2.508620202,2.508620202,0
1492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153.84,276,276,115,115,1.79190501,1.79190501,0.748829953,0.748829953,391,391,2.540734963,2.540734963,0
1493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110.37,18,18,364,364,0.158557579,0.158557579,3.293467428,3.293467428,381,381,3.452025007,3.452025007,0
1494,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,59.9,0,0,285,290,0,0,4.757929883,4.841402337,285,290,4.757929883,4.841402337,0.083472454
1495,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,165.16,390,390,338,338,2.36033745,2.36033745,2.044683943,2.044683943,728,728,4.405021393,4.405021393,0
1496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158.75,614,614,360,360,3.866666666,3.866666666,2.267716535,2.267716535,974,974,6.134383202,6.134383202,0
1497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155.4,334,334,0,0,2.149292149,2.149292149,0,0,334,334,2.149292149,2.149292149,0
1498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258.78,406,406,475,475,1.566968081,1.566968081,1.833603833,1.833603833,880,880,3.400571914,3.400571914,0
1499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241.24,550,550,128,128,2.279196374,2.279196374,0.531420992,0.531420992,678,678,2.810617366,2.810617366,0
1500,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,150.63,270,275,378,378,1.792471619,1.825665538,2.507468632,2.507468632,648,653,4.299940251,4.33313417,0.033193919
1501,85,115,15,0,0,0,0,0,0,5,10,0,0,20,10,159.75,1144,1229,335,350,7.161189358,7.693270736,2.098904538,2.192801252,1479,1579,9.260093897,9.886071987,0.625978091
1502,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,170.56,281,286,155,155,1.648491245,1.677806442,0.910530019,0.910530019,436,441,2.559021263,2.58833646,0.029315197
1503,30,50,45,0,0,5,0,15,5,15,5,0,0,0,5,161.28,353,383,366,411,2.190806878,2.376818783,2.270585317,2.549603175,720,795,4.461392196,4.926421957,0.465029762
1504,25,35,0,0,0,0,0,0,0,0,0,0,0,10,5,161.72,405,430,0,0,2.502267293,2.656855471,0,0,405,430,2.502267293,2.656855471,0.154588177
1505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242.61,375,375,214,214,1.545003641,1.545003641,0.881249742,0.881249742,589,589,2.426253383,2.426253383,0
1506,15,5,40,5,5,5,0,5,10,5,5,0,0,5,5,241.07,462,477,1100,1140,1.917147163,1.979369754,4.562160368,4.728087278,1562,1617,6.479307532,6.707457032,0.2281495
1507,5,10,5,0,0,5,0,0,0,0,0,0,0,0,0,236.92,796,801,2897,2902,3.358376949,3.379481119,12.22902245,12.25012663,3693,3703,15.5873994,15.62960774,0.04220834
1508,40,45,60,10,5,0,0,10,5,10,20,0,0,5,10,163.51,618,658,1655,1715,3.779585346,4.024218702,10.11864718,10.48559721,2273,2373,13.89823252,14.50981591,0.611583389
1509,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,225.09,454,459,1045,1045,2.018451878,2.040665215,4.643475943,4.643475943,1500,1505,6.661927821,6.684141158,0.022213337
1510,15,10,0,0,0,0,0,0,0,0,0,0,0,5,0,179.77,287,302,0,0,1.598338618,1.681778569,0,0,287,302,1.598338618,1.681778569,0.083439951
1511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244.25,289,289,992,992,1.181166837,1.181166837,4.06223132,4.06223132,1281,1281,5.243398158,5.243398158,0
1512,5,5,10,0,0,0,0,5,0,0,5,0,0,5,0,276.8,555,560,717,727,2.005057803,2.023121387,2.591040462,2.62716763,1272,1287,4.596098266,4.650289017,0.054190751
1517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.6,41,41,661,661,0.290114613,0.290114613,4.736389685,4.736389685,702,702,5.026504298,5.026504298,0
1518,10,25,25,0,5,0,0,5,5,5,5,0,0,0,5,255,1100,1110,312,337,4.31372549,4.352941176,1.221568627,1.319607843,1412,1447,5.535294118,5.67254902,0.137254902
1519,5,10,525,5,60,5,0,240,60,75,80,0,0,0,5,82.1,38,43,1480,2005,0.466910272,0.527811612,18.02070646,24.41534714,1518,2048,18.48761673,24.94315875,6.455542022
1520,20,55,40,0,5,0,0,20,10,0,5,0,0,10,5,28.61,158,178,114,154,5.522544565,6.221600839,3.974134918,5.372247466,272,332,9.496679483,11.5938483,2.097168822
1521,50,120,220,0,30,5,0,80,20,45,40,0,0,5,15,65.11,357,407,524,744,5.480468949,6.248400143,8.044847182,11.42374443,881,1151,13.52531613,17.67214458,4.146828444
1522,90,220,520,5,50,5,0,170,55,130,105,0,0,0,15,103.09,700,790,1383,1903,6.790183335,7.663206907,13.41546222,18.45959841,2083,2693,20.20564555,26.12280532,5.917159763
1523,0,10,25,0,5,0,0,5,5,5,5,0,0,0,5,58.19,300,300,559,584,5.158389185,5.158389185,9.59786905,10.02749613,859,884,14.75625824,15.18588532,0.429627084
1524,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,54.63,249,249,580,580,4.560986028,4.560986028,10.62053817,10.62053817,829,829,15.18152419,15.18152419,0
1525,40,100,235,0,40,5,0,80,30,40,40,0,0,45,20,89.29,363,403,580,815,4.067271438,4.515249935,6.499048046,9.130921716,943,1218,10.56631948,13.64617165,3.079852167
1526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.69,290,290,0,0,4.858435249,4.858435249,0,0,290,290,4.858435249,4.858435249,0
1527,50,115,190,0,45,0,0,50,25,35,35,0,0,0,15,42.1,359,409,455,645,8.527315914,9.714964371,10.81472684,15.32779097,814,1054,19.34204276,25.04275534,5.700712589
1528,35,100,135,0,0,0,0,50,30,50,5,0,0,0,30,107.62,692,727,336,471,6.426934275,6.752152636,3.123954655,4.378368333,1028,1198,9.55088893,11.13052097,1.579632039
1529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.75,271,271,0,0,3.053521127,3.053521127,0,0,271,271,3.053521127,3.053521127,0
1530,10,25,50,0,5,0,0,15,5,10,15,0,0,0,5,49.14,431,441,564,614,8.764075431,8.967575635,11.48351648,12.5010175,995,1055,20.24759191,21.46859314,1.221001221
1531,5,10,15,0,0,0,0,0,5,5,5,0,0,0,5,127.63,1008,1013,850,865,7.899135525,7.938311267,6.659876205,6.777403432,1858,1878,14.55901173,14.7157147,0.15670297
1532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129.4,760,760,33,33,5.875837197,5.875837197,0.251159196,0.251159196,793,793,6.126996393,6.126996393,0
1533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.44,592,592,0,0,7.452165156,7.452165156,0,0,592,592,7.452165156,7.452165156,0
1534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155.75,335,335,0,0,2.150882825,2.150882825,0,0,335,335,2.150882825,2.150882825,0
1535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,384.33,1365,1365,130,130,3.551201657,3.551201657,0.338250982,0.338250982,1495,1495,3.88945264,3.88945264,0
1536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155.08,267,267,244,244,1.72169203,1.72169203,1.572091824,1.572091824,511,511,3.293783853,3.293783853,0
1537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174.81,845,845,156,156,4.830959327,4.830959327,0.894113609,0.894113609,1001,1001,5.725072936,5.725072936,0
1538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151.09,985,985,0,0,6.519293137,6.519293137,0,0,985,985,6.519293137,6.519293137,0
1539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.8,286,286,214,214,3.218843843,3.218843843,2.412162162,2.412162162,500,500,5.631006006,5.631006006,0
1540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.93,399,399,800,800,5.87860052,5.87860052,11.77682909,11.77682909,1199,1199,17.65542961,17.65542961,0
1541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147.69,644,644,80,80,4.359356309,4.359356309,0.54167513,0.54167513,724,724,4.90103144,4.90103144,0
1542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181.38,516,516,189,189,2.84209946,2.84209946,1.042011247,1.042011247,705,705,3.884110707,3.884110707,0
1543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122.46,133,133,218,218,1.08606892,1.08606892,1.780173118,1.780173118,351,351,2.866242038,2.866242038,0
1544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135.7,382,382,499,499,2.812576763,2.812576763,3.678703021,3.678703021,881,881,6.491279784,6.491279784,0
1545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,394.75,1771,1771,922,922,4.485961578,4.485961578,2.336162128,2.336162128,2693,2693,6.822123706,6.822123706,0
1546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,390.44,562,562,75,75,1.440255438,1.440255438,0.191578732,0.191578732,637,637,1.63183417,1.63183417,0
1547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,852,852,1574,1574,6.555128205,6.555128205,12.10769231,12.10769231,2426,2426,18.66282051,18.66282051,0
1548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133.21,224,224,159,159,1.679053124,1.679053124,1.189850612,1.189850612,382,382,2.868903736,2.868903736,0
1549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191.28,307,307,9,9,1.60584832,1.60584832,0.048097031,0.048097031,316,316,1.653945351,1.653945351,0
1550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,402.18,620,620,270,270,1.540355065,1.540355065,0.671341191,0.671341191,890,890,2.211696255,2.211696255,0
1551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194.21,245,245,305,305,1.260662856,1.260662856,1.570464961,1.570464961,550,550,2.831127817,2.831127817,0
1552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207.62,97,97,259,259,0.465594195,0.465594195,1.248916289,1.248916289,356,356,1.714510484,1.714510484,0
1553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219.01,614,614,1757,1757,2.803524953,2.803524953,8.023377928,8.023377928,2371,2371,10.82690288,10.82690288,0
1554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182.88,310,310,142,142,1.696923301,1.696923301,0.774825022,0.774825022,452,452,2.471748323,2.471748323,0
1555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,324.95,483,483,550,550,1.48638252,1.48638252,1.693491306,1.693491306,1033,1033,3.179873827,3.179873827,0
1556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165.21,234,234,640,640,1.417387971,1.417387971,3.875673385,3.875673385,874,874,5.293061356,5.293061356,0
1557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,429.7,354,354,7500,7500,0.823442712,0.823442712,17.4540377,17.4540377,7854,7854,18.27748041,18.27748041,0
1558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203.24,279,279,43,43,1.372761267,1.372761267,0.211572525,0.211572525,322,322,1.584333793,1.584333793,0
1559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178.73,230,230,0,0,1.287789776,1.287789776,0,0,230,230,1.287789776,1.287789776,0
1560,10,10,85,10,0,5,5,30,10,10,15,0,0,0,10,87.74,393,403,2354,2439,4.482942025,4.596915128,26.82356964,27.79234101,2747,2842,31.30651166,32.38925614,1.082744472
1561,45,100,505,5,5,115,0,300,20,15,45,0,0,25,20,157.21,704,749,3961,4466,4.480206942,4.766448275,25.19368997,28.40595382,4665,5215,29.67389691,33.17240209,3.498505184
1562,85,210,955,5,5,175,0,585,30,20,135,0,0,90,30,106.43,681,766,3171,4126,6.395439883,7.194086881,29.78953303,38.76256695,3851,4891,36.18497291,45.95665383,9.771680917
1563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,346.66,1189,1189,2000,2000,3.429392872,3.429392872,5.769341718,5.769341718,3189,3189,9.19873459,9.19873459,0
1564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190.2,128,128,3000,3000,0.671223274,0.671223274,15.77287066,15.77287066,3128,3128,16.44409394,16.44409394,0
1565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,564.21,1417,1417,329,329,2.511180825,2.511180825,0.582230021,0.582230021,1745,1745,3.093410845,3.093410845,0
1566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,311.28,275,275,981,981,0.883448985,0.883448985,3.150860961,3.150860961,1256,1256,4.034309946,4.034309946,0
1567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249.92,367,367,693,693,1.46780303,1.46780303,2.772087068,2.772087068,1060,1060,4.239890098,4.239890098,0
1568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217.27,238,238,113,113,1.096178334,1.096178334,0.51870944,0.51870944,351,351,1.614887774,1.614887774,0
1569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,426.37,706,706,440,440,1.655057032,1.655057032,1.032436616,1.032436616,1146,1146,2.687493648,2.687493648,0
1570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,298.7,690,690,246,246,2.31112599,2.31112599,0.822564446,0.822564446,936,936,3.133690436,3.133690436,0
1571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,344.35,722,722,1328,1328,2.097671942,2.097671942,3.855089299,3.855089299,2050,2050,5.952761241,5.952761241,0
1572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,319.13,756,756,293,293,2.367896051,2.367896051,0.917494438,0.917494438,1048,1048,3.285390489,3.285390489,0
1573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,335.56,730,730,341,341,2.175467875,2.175467875,1.016807724,1.016807724,1071,1071,3.192275599,3.192275599,0
1579,5,5,45,20,15,0,0,0,0,0,10,0,0,0,0,182.8,164,169,350,395,0.898978847,0.926331145,1.914660832,2.16083151,514,564,2.813639679,3.087162655,0.273522976
1580,5,5,220,0,15,0,5,50,40,80,30,0,0,30,5,150.96,184,189,668,888,1.221074015,1.254195372,4.426338103,5.883677795,853,1078,5.647412118,7.137873167,1.490461049
1581,190,480,1070,0,90,5,5,150,140,475,205,0,0,5,65,170.09,1480,1670,2892,3962,8.702255671,9.819311347,17.00393909,23.29472632,4372,5632,25.70619476,33.11403767,7.407842907
1582,160,395,1405,150,90,5,0,125,85,765,185,0,0,0,45,227.22,1576,1736,5103,6508,6.933808644,7.63797201,22.45841035,28.64184491,6679,8244,29.39221899,36.27981692,6.887597923
1583,0,0,40,10,10,0,0,5,0,10,5,0,0,0,0,281.85,100,100,2722,2762,0.353024659,0.353024659,9.658328898,9.800248359,2822,2862,10.01135356,10.15327302,0.141919461
1584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,259.23,256,256,818,818,0.986897093,0.986897093,3.156656251,3.156656251,1074,1074,4.143553344,4.143553344,0
1585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198.84,477,477,13,13,2.398913699,2.398913699,0.06688795,0.06688795,490,490,2.46580165,2.46580165,0
1586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194.33,389,389,329,329,1.999176658,1.999176658,1.691452684,1.691452684,717,717,3.690629342,3.690629342,0
1587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186.84,323,323,4,4,1.726075787,1.726075787,0.022479127,0.022479127,327,327,1.748554913,1.748554913,0
1588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109.92,188,188,273,273,1.711851043,1.711851043,2.481804949,2.481804949,461,461,4.193655993,4.193655993,0
1589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149.97,333,333,342,342,2.221555422,2.221555422,2.280456091,2.280456091,675,675,4.502011514,4.502011514,0
1590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186.77,654,654,1140,1140,3.499848298,3.499848298,6.101086898,6.101086898,1793,1793,9.600935197,9.600935197,0
1591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,304.06,711,711,540,540,2.337257997,2.337257997,1.776951917,1.776951917,1251,1251,4.114209915,4.114209915,0
1592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,317.39,724,724,161,161,2.281630381,2.281630381,0.507892498,0.507892498,885,885,2.789522879,2.789522879,0
1593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239.77,372,372,1194,1194,1.550791731,1.550791731,4.979772282,4.979772282,1566,1566,6.530564013,6.530564013,0
1594,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,272.73,117,117,335,335,0.429606815,0.429606815,1.22832105,1.22832105,452,452,1.657927865,1.657927865,0
1595,25,55,35,0,5,0,0,5,5,10,10,0,0,5,5,260.15,433,458,780,815,1.663783714,1.759882119,2.996348261,3.130886027,1212,1272,4.660131975,4.890768146,0.230636171
1596,1240,3095,0,0,0,0,0,0,0,0,0,0,0,455,45,476.09,3576,4816,73,73,7.510484713,10.11503427,0.152912264,0.152912264,3648,4888,7.663396977,10.26794654,2.60454956
1603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229.73,299,299,0,0,1.301527881,1.301527881,0,0,299,299,1.301527881,1.301527881,0
1605,10,20,10,0,0,0,0,0,0,10,0,0,0,5,10,333.38,1600,1610,145,155,4.799328094,4.829323895,0.435539025,0.465534825,1745,1765,5.234867119,5.29485872,0.059991601
1606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,385.14,1811,1811,1828,1828,4.701320733,4.701320733,4.746326011,4.746326011,3639,3639,9.447646744,9.447646744,0
1607,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,345.51,921,921,3515,3520,2.664177593,2.664177593,10.17336691,10.18783827,4436,4441,12.8375445,12.85201586,0.014471361
1608,330,835,65,0,5,0,0,5,5,45,5,0,0,50,35,779.96,3308,3638,484,549,4.241243141,4.664341761,0.620801067,0.704138674,3792,4187,4.862044207,5.368480435,0.506436227
1609,10,15,75,10,15,0,0,5,10,15,20,0,0,0,5,225.56,335,345,916,991,1.483714607,1.528048709,4.061003724,4.393509487,1251,1336,5.544718331,5.921558196,0.376839865
1610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274.56,177,177,0,0,0.645274864,0.645274864,0,0,177,177,0.645274864,0.645274864,0
1611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,269.77,110,110,0,0,0.408372564,0.408372564,0,0,110,110,0.408372564,0.408372564,0
1612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214.57,166,166,22,22,0.774417051,0.774417051,0.101598546,0.101598546,188,188,0.876015597,0.876015597,0
1613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229.52,113,113,21,21,0.490153364,0.490153364,0.092366678,0.092366678,134,134,0.582520042,0.582520042,0
1614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235.09,128,128,183,183,0.54447233,0.54447233,0.777574546,0.777574546,311,311,1.322046876,1.322046876,0
1615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244.63,186,186,61,61,0.761694532,0.761694532,0.247312268,0.247312268,247,247,1.009006799,1.009006799,0
1616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,343.2,969,969,299,299,2.822455323,2.822455323,0.872086247,0.872086247,1268,1268,3.69454157,3.69454157,0
1617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240.48,184,184,0,0,0.76652251,0.76652251,0,0,184,184,0.76652251,0.76652251,0
1618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239.3,177,177,0,0,0.738960858,0.738960858,0,0,177,177,0.738960858,0.738960858,0
1619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,315.63,244,244,0,0,0.77305706,0.77305706,0.00095048,0.00095048,244,244,0.77400754,0.77400754,0
1620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154.47,110,110,37,37,0.713191343,0.713191343,0.241470836,0.241470836,147,147,0.954662178,0.954662178,0
1621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216.46,190,190,0,0,0.87699036,0.87699036,0,0,190,190,0.87699036,0.87699036,0
1622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,334.7,385,385,35,35,1.150781795,1.150781795,0.103077383,0.103077383,420,420,1.253859177,1.253859177,0
1623,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,204.63,128,128,0,0,0.626333708,0.626333708,0.000977374,0.000977374,128,128,0.627311082,0.627311082,0
1624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,408.33,111,111,3004,3004,0.27224712,0.27224712,7.356060049,7.356060049,3115,3115,7.62830717,7.62830717,0
1625,75,145,125,0,15,5,0,40,25,30,10,0,0,0,10,425.43,1087,1162,1571,1696,2.554670176,2.730962398,3.69273441,3.98655478,2658,2858,6.247404586,6.717517178,0.470112592
1626,5,10,0,0,0,0,0,0,0,0,0,0,0,5,0,390.73,576,581,28,28,1.474163745,1.486960305,0.072428531,0.072428531,604,609,1.546592276,1.559388836,0.01279656
1627,120,315,5,0,0,0,0,0,0,5,0,0,0,100,10,431.96,989,1109,36,41,2.289949687,2.567753187,0.082183536,0.093758681,1025,1150,2.372133222,2.661511868,0.289378646
1628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,312.57,1062,1062,925,925,3.398172144,3.398172144,2.959976965,2.959976965,1987,1987,6.358149109,6.358149109,0
1629,120,300,230,0,30,5,0,20,20,130,25,0,0,5,30,729.59,2449,2569,1811,2041,3.356222902,3.52069884,2.482627229,2.797872778,4260,4610,5.838850131,6.318571618,0.479721487
1630,15,25,15,0,0,0,0,5,5,0,5,0,0,20,5,665.42,235,250,87,102,0.353410878,0.375953032,0.130293649,0.152835803,322,352,0.483704528,0.528788835,0.045084308
1631,630,1565,385,5,55,0,5,160,55,5,100,0,5,170,35,713.59,3688,4318,5532,5917,5.168700981,6.051560887,7.751650107,8.291175605,9220,10235,12.92035109,14.34273649,1.422385403
